Software,cluster_id_v1,cluster_label_v1,is_noise_like_v1,clustering_method_v1,normalized_name_v2,cluster_id_v2,cluster_label_v2,cluster_size_v2,is_noise_like_v2,clustering_method_v2,cluster_confidence_v2,review_recommended_v2,normalized_name_v3,cluster_id_v3,cluster_label_v3,cluster_size_v3,is_noise_like_v3,clustering_method_v3,cluster_confidence_v3,review_recommended_v3
XMind 8 (v3.7.0),C0062,Xmind,false,exact_normalized,xmind,C0062,Xmind,4,false,v1_exact_preserved,1.00,false,xmind,C0062,Xmind,4,false,v2_preserved,1.00,false
XMind 8 Update 8 (v3.7.8),C0062,Xmind,false,exact_normalized,xmind,C0062,Xmind,4,false,v1_exact_preserved,1.00,false,xmind,C0062,Xmind,4,false,v2_preserved,1.00,false
XMind 8 Update 9 (v3.7.9),C0062,Xmind,false,exact_normalized,xmind,C0062,Xmind,4,false,v1_exact_preserved,1.00,false,xmind,C0062,Xmind,4,false,v2_preserved,1.00,false
Xmirror .NET Tracer 64-bit,N0932,Xmirror .NET Tracer,true,singleton_noise_like,xmirror .net tracer,N0713,Xmirror .NET Tracer 64-bit,1,true,singleton_noise_like,0.00,true,xmirror .net tracer,N0596,Xmirror .NET Tracer 64-bit,1,true,singleton_noise_like,0.00,true
Xshell 5,C0063,Xshell,false,conservative_fuzzy_merge,xshell,C0063,Xshell,4,false,v1_exact_preserved,1.00,false,xshell,C0063,Xshell,4,false,v2_preserved,1.00,false
Xshell 7,C0063,Xshell,false,conservative_fuzzy_merge,xshell,C0063,Xshell,4,false,v1_exact_preserved,1.00,false,xshell,C0063,Xshell,4,false,v2_preserved,1.00,false
Xshell 8,C0063,Xshell,false,conservative_fuzzy_merge,xshell,C0063,Xshell,4,false,v1_exact_preserved,1.00,false,xshell,C0063,Xshell,4,false,v2_preserved,1.00,false
XWANClient,N0933,Xwanclient,true,singleton_noise_like,xwanclient,N0714,XWANClient,1,true,singleton_noise_like,0.00,true,xwanclient,N0597,XWANClient,1,true,singleton_noise_like,0.00,true
YCVideoConverter,N0934,Ycvideoconverter,true,singleton_noise_like,ycvideoconverter,N0715,YCVideoConverter,1,true,singleton_noise_like,0.00,true,ycvideoconverter,N0598,YCVideoConverter,1,true,singleton_noise_like,0.00,true
YouTube,N0935,Youtube,true,singleton_noise_like,youtube,N0716,YouTube,1,true,singleton_noise_like,0.00,true,youtube,N0599,YouTube,1,true,singleton_noise_like,0.00,true
YY9,N0936,Yy9,true,singleton_noise_like,yy9,N0717,YY9,1,true,singleton_noise_like,0.00,true,yy9,N0600,YY9,1,true,singleton_noise_like,0.00,true
YYAnchor,N0937,Yyanchor,true,singleton_noise_like,yyanchor,N0718,YYAnchor,1,true,singleton_noise_like,0.00,true,yyanchor,N0601,YYAnchor,1,true,singleton_noise_like,0.00,true
zBox_WebTool,N0938,Zbox Webtool,true,singleton_noise_like,zbox webtool,N0719,zBox_WebTool,1,true,singleton_noise_like,0.00,true,zbox webtool,N0602,zBox_WebTool,1,true,singleton_noise_like,0.00,true
Zebra Font Downloader,N0939,Zebra Font Downloader,true,singleton_noise_like,zebra font downloader,N0720,Zebra Font Downloader,1,true,singleton_noise_like,0.00,true,zebra font downloader,N0603,Zebra Font Downloader,1,true,singleton_noise_like,0.00,true
Zhumuintl Cloud Meetings,N0940,Zhumuintl Cloud Meetings,true,singleton_noise_like,zhumuintl cloud meetings,N0721,Zhumuintl Cloud Meetings,1,true,singleton_noise_like,0.00,true,zhumuintl cloud meetings,N0604,Zhumuintl Cloud Meetings,1,true,singleton_noise_like,0.00,true
Zimbra Connector for Microsoft Outlook,N0941,Zimbra Connector For Microsoft Outlook,true,singleton_noise_like,zimbra connector for microsoft outlook,N0722,Zimbra Connector for Microsoft Outlook,1,true,singleton_noise_like,0.00,true,zimbra connector for microsoft outlook,N0605,Zimbra Connector for Microsoft Outlook,1,true,singleton_noise_like,0.00,true
Zimbra Desktop,N0942,Zimbra Desktop,true,singleton_noise_like,zimbra desktop,N0723,Zimbra Desktop,1,true,singleton_noise_like,0.00,true,zimbra desktop,N0606,Zimbra Desktop,1,true,singleton_noise_like,0.00,true
ZKAccess3.5 门禁管理系统,N0943,zkaccess3.5 门禁管理系统,true,singleton_noise_like,zkaccess3.5 门禁管理系统,N0724,ZKAccess3.5 门禁管理系统,1,true,singleton_noise_like,0.00,true,zkaccess3.5 门禁管理系统,C0317,Access Control / Biometric Client Software,3,false,human_review_cn_category,0.66,true
ZKTeco考勤管理系统,N0944,zkteco考勤管理系统,true,singleton_noise_like,zkteco考勤管理系统,N0725,ZKTeco考勤管理系统,1,true,singleton_noise_like,0.00,true,zkteco考勤管理系统,C0317,Access Control / Biometric Client Software,3,false,human_review_cn_category,0.66,true
Zoho Assist,N0945,Zoho Assist,true,singleton_noise_like,zoho assist,N0726,Zoho Assist,1,true,singleton_noise_like,0.00,true,zoho assist,N0607,Zoho Assist,1,true,singleton_noise_like,0.00,true
Zoom,N0946,Zoom,true,singleton_noise_like,zoom,N0727,Zoom,1,true,singleton_noise_like,0.00,true,zoom,N0608,Zoom,1,true,singleton_noise_like,0.00,true
Zoom Workplace,N0947,Zoom Workplace,true,singleton_noise_like,zoom workplace,N0728,Zoom Workplace,1,true,singleton_noise_like,0.00,true,zoom workplace,N0609,Zoom Workplace,1,true,singleton_noise_like,0.00,true
Zscaler,N0948,Zscaler,true,singleton_noise_like,zscaler,N0729,Zscaler,1,true,singleton_noise_like,0.00,true,zscaler,N0610,Zscaler,1,true,singleton_noise_like,0.00,true
Zscaler-Network-Adapter,N0949,Zscaler Network Adapter,true,singleton_noise_like,zscaler network adapter,N0730,Zscaler-Network-Adapter,1,true,singleton_noise_like,0.00,true,zscaler network adapter,N0611,Zscaler-Network-Adapter,1,true,singleton_noise_like,0.00,true
ZXCWKeyCSP 5.0 (31005),N0950,Zxcwkeycsp,true,singleton_noise_like,zxcwkeycsp 31005,N0731,ZXCWKeyCSP 5.0 (31005),1,true,singleton_noise_like,0.00,true,zxcwkeycsp 31005,N0612,ZXCWKeyCSP 5.0 (31005),1,true,singleton_noise_like,0.00,true
一键抠图,N0951,一键抠图,true,singleton_noise_like,一键抠图,N0732,一键抠图,1,true,singleton_noise_like,0.00,true,一键抠图,C0287,Graphics / Media Tools,11,false,human_review_cn_category,0.68,true
一键检测工具安装程序 版本,N0952,一键检测工具安装程序,true,singleton_noise_like,一键检测工具安装程序,N0733,一键检测工具安装程序 版本,1,true,singleton_noise_like,0.00,true,一键检测工具安装程序,C0297,General Utility Tools,10,false,human_review_cn_category,0.62,true
万彩办公大师OfficeBox,N0953,万彩办公大师officebox,true,singleton_noise_like,万彩办公大师officebox,N0734,万彩办公大师OfficeBox,1,true,singleton_noise_like,0.00,true,万彩办公大师officebox,C0309,Office / Document Tools,8,false,human_review_cn_category,0.66,true
万能五笔内置版,N0954,万能五笔内置版,true,singleton_noise_like,万能五笔内置版,C0277,万能五笔输入法,2,false,family_pattern,0.85,true,万能五笔内置版,C0277,万能五笔输入法,2,false,v2_preserved,0.85,true
万能五笔输入法,N0955,万能五笔输入法,true,singleton_noise_like,万能五笔输入法,C0277,万能五笔输入法,2,false,family_pattern,0.85,true,万能五笔输入法,C0277,万能五笔输入法,2,false,v2_preserved,0.85,true
上海市公共资源交易中心投标文件制作软件,N0956,上海市公共资源交易中心投标文件制作软件,true,singleton_noise_like,上海市公共资源交易中心投标文件制作软件,N0735,上海市公共资源交易中心投标文件制作软件,1,true,singleton_noise_like,0.00,true,上海市公共资源交易中心投标文件制作软件,C0318,Chinese Tender/Bidding Client Software,6,false,human_review_cn_category,0.74,true
上海浦东发展银行网上银行安全控件 v7.4,N0957,上海浦东发展银行网上银行安全控件,true,singleton_noise_like,上海浦东发展银行网上银行安全控件,N0736,上海浦东发展银行网上银行安全控件 v7.4,1,true,singleton_noise_like,0.00,true,上海浦东发展银行网上银行安全控件,C0319,浦发银行网银组件,4,false,human_review_cn_bank_component,0.88,true
个税服务中心,N0958,个税服务中心,true,singleton_noise_like,个税服务中心,N0737,个税服务中心,1,true,singleton_noise_like,0.00,true,个税服务中心,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
中信银行B2C网上支付客户端程序,N0959,中信银行b2c网上支付客户端程序,true,singleton_noise_like,中信银行b2c网上支付客户端程序,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行b2c网上支付客户端程序,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行UKEY管理工具(飞天),C0193,中信银行ukey管理工具 飞天,false,conservative_fuzzy_merge,中信银行ukey管理工具 飞天,C0193,中信银行ukey管理工具 飞天,2,false,v1_exact_preserved,1.00,false,中信银行ukey管理工具 飞天,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行UKEY管理工具（天地融）,C0193,中信银行ukey管理工具 飞天,false,conservative_fuzzy_merge,中信银行ukey管理工具 天地融,C0193,中信银行ukey管理工具 飞天,2,false,v1_exact_preserved,1.00,false,中信银行ukey管理工具 天地融,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行U盾管理工具(飞天),C0194,中信银行u盾管理工具 飞天,false,conservative_fuzzy_merge,中信银行u盾管理工具 飞天,C0194,中信银行u盾管理工具 飞天,2,false,v1_exact_preserved,1.00,false,中信银行u盾管理工具 飞天,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行U盾管理工具（天地融）,C0194,中信银行u盾管理工具 飞天,false,conservative_fuzzy_merge,中信银行u盾管理工具 天地融,C0194,中信银行u盾管理工具 飞天,2,false,v1_exact_preserved,1.00,false,中信银行u盾管理工具 天地融,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行个人网银文件证书保管箱,N0960,中信银行个人网银文件证书保管箱,true,singleton_noise_like,中信银行个人网银文件证书保管箱,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行个人网银文件证书保管箱,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行增强型UKEY管理工具（天地融）,N0961,中信银行增强型ukey管理工具 天地融,true,singleton_noise_like,中信银行增强型ukey管理工具 天地融,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行增强型ukey管理工具 天地融,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行增强型UKEY管理工具（飞天诚信）,N0962,中信银行增强型ukey管理工具 飞天诚信,true,singleton_noise_like,中信银行增强型ukey管理工具 飞天诚信,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行增强型ukey管理工具 飞天诚信,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网上银行证书工具(握奇),N0963,中信银行网上银行证书工具 握奇,true,singleton_noise_like,中信银行网上银行证书工具 握奇,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网上银行证书工具 握奇,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银USBKEY驱动程序（捷德）v,N0964,中信银行网银usbkey驱动程序 捷德 v,true,singleton_noise_like,中信银行网银usbkey驱动程序 捷德 v,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银usbkey驱动程序 捷德 v,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银USBKEY驱动程序（飞天）v,N0965,中信银行网银usbkey驱动程序 飞天 v,true,singleton_noise_like,中信银行网银usbkey驱动程序 飞天 v,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银usbkey驱动程序 飞天 v,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银伴侣,N0966,中信银行网银伴侣,true,singleton_noise_like,中信银行网银伴侣,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银伴侣,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银安全控件包,N0967,中信银行网银安全控件包,true,singleton_noise_like,中信银行网银安全控件包,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银安全控件包,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银安全组件,N0968,中信银行网银安全组件,true,singleton_noise_like,中信银行网银安全组件,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银安全组件,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银密码保护控件IE版,N0969,中信银行网银密码保护控件ie版,true,singleton_noise_like,中信银行网银密码保护控件ie版,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银密码保护控件ie版,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中信银行网银批量文件控件,N0970,中信银行网银批量文件控件,true,singleton_noise_like,中信银行网银批量文件控件,C0201,中信银行网银组件,12,false,family_pattern,0.85,true,中信银行网银批量文件控件,C0201,中信银行网银组件,16,false,human_review_cn_bank_component,0.90,false
中兴通简税,N0971,中兴通简税,true,singleton_noise_like,中兴通简税,C0278,中兴通简税,2,false,family_pattern,0.85,true,中兴通简税,C0278,中兴通简税,2,false,v2_preserved,0.85,true
中兴通简税助手,N0972,中兴通简税助手,true,singleton_noise_like,中兴通简税助手,C0278,中兴通简税,2,false,family_pattern,0.85,true,中兴通简税助手,C0278,中兴通简税,2,false,v2_preserved,0.85,true
中国农业银行网上银行证书工具软件 飞天诚信 Extend KEY 卸载,N0973,中国农业银行网上银行证书工具软件 飞天诚信 extend key 卸载,true,singleton_noise_like,中国农业银行网上银行证书工具软件 飞天诚信 extend key 卸载,N0738,中国农业银行网上银行证书工具软件 飞天诚信 Extend KEY 卸载,1,true,singleton_noise_like,0.00,true,中国农业银行网上银行证书工具软件 飞天诚信 extend key 卸载,C0320,中国农业银行网银组件,3,false,human_review_cn_bank_component,0.88,true
中国农业银行网银助手,N0974,中国农业银行网银助手,true,singleton_noise_like,中国农业银行网银助手,N0739,中国农业银行网银助手,1,true,singleton_noise_like,0.00,true,中国农业银行网银助手,C0320,中国农业银行网银组件,3,false,human_review_cn_bank_component,0.88,true
中国农业银行网银安全控件 卸载,N0975,中国农业银行网银安全控件 卸载,true,singleton_noise_like,中国农业银行网银安全控件 卸载,N0740,中国农业银行网银安全控件 卸载,1,true,singleton_noise_like,0.00,true,中国农业银行网银安全控件 卸载,C0320,中国农业银行网银组件,3,false,human_review_cn_bank_component,0.88,true
中国工商银行防钓鱼软件,N0976,中国工商银行防钓鱼软件,true,singleton_noise_like,中国工商银行防钓鱼软件,N0741,中国工商银行防钓鱼软件,1,true,singleton_noise_like,0.00,true,中国工商银行防钓鱼软件,C0230,工商银行网银组件,15,false,human_review_cn_bank_component,0.88,true
中国建设银行E路护航网银安全组件,N0977,中国建设银行e路护航网银安全组件,true,singleton_noise_like,中国建设银行e路护航网银安全组件,C0279,中国建设银行网银组件,2,false,family_pattern,0.85,true,中国建设银行e路护航网银安全组件,C0279,中国建设银行网银组件,2,false,human_review_cn_bank_component,0.88,true
中国建设银行企业网上银行客户端,N0978,中国建设银行企业网上银行客户端,true,singleton_noise_like,中国建设银行企业网上银行客户端,C0279,中国建设银行网银组件,2,false,family_pattern,0.85,true,中国建设银行企业网上银行客户端,C0279,中国建设银行网银组件,2,false,human_review_cn_bank_component,0.88,true
中国民生银行信用卡中心网上银行安全控件 v2.3.7.0,N0979,中国民生银行信用卡中心网上银行安全控件,true,singleton_noise_like,中国民生银行信用卡中心网上银行安全控件,N0742,中国民生银行信用卡中心网上银行安全控件 v2.3.7.0,1,true,singleton_noise_like,0.00,true,中国民生银行信用卡中心网上银行安全控件,C0212,民生银行网银组件,11,false,human_review_cn_bank_component,0.88,true
中国电子口岸客户端控件,N0980,中国电子口岸客户端控件,true,singleton_noise_like,中国电子口岸客户端控件,N0743,中国电子口岸客户端控件,1,true,singleton_noise_like,0.00,true,中国电子口岸客户端控件,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
中国联通询报价应答工具,N0981,中国联通询报价应答工具,true,singleton_noise_like,中国联通询报价应答工具,N0744,中国联通询报价应答工具,1,true,singleton_noise_like,0.00,true,中国联通询报价应答工具,N0613,中国联通询报价应答工具,1,true,singleton_noise_like,0.00,true
中国银行批量文件制作工具(仅用做移除),N0982,中国银行批量文件制作工具 仅用做移除,true,singleton_noise_like,中国银行批量文件制作工具 仅用做移除,N0745,中国银行批量文件制作工具(仅用做移除),1,true,singleton_noise_like,0.00,true,中国银行批量文件制作工具 仅用做移除,C0294,中国银行网银组件,10,false,human_review_cn_bank_component,0.88,true
中国银行网银助手(仅用做移除),N0983,中国银行网银助手 仅用做移除,true,singleton_noise_like,中国银行网银助手 仅用做移除,N0746,中国银行网银助手(仅用做移除),1,true,singleton_noise_like,0.00,true,中国银行网银助手 仅用做移除,C0294,中国银行网银组件,10,false,human_review_cn_bank_component,0.88,true
中山公积金-网证通驱动安装包,N0984,中山公积金 网证通驱动安装包,true,singleton_noise_like,中山公积金 网证通驱动安装包,N0747,中山公积金-网证通驱动安装包,1,true,singleton_noise_like,0.00,true,中山公积金 网证通驱动安装包,C0321,网证通 Certificate Middleware,3,false,human_review_cn_ca_ukey,0.86,true
云从科技动作活体检测插件_云之眼,N0985,云从科技动作活体检测插件 云之眼,true,singleton_noise_like,云从科技动作活体检测插件 云之眼,N0748,云从科技动作活体检测插件_云之眼,1,true,singleton_noise_like,0.00,true,云从科技动作活体检测插件 云之眼,C0317,Access Control / Biometric Client Software,3,false,human_review_cn_category,0.66,true
云吞,N0986,云吞,true,singleton_noise_like,云吞,N0749,云吞,1,true,singleton_noise_like,0.00,true,云吞,C0316,Chinese Enterprise / Finance Software,10,false,human_review_cn_category,0.64,true
云枢,N0987,云枢,true,singleton_noise_like,云枢,N0750,云枢,1,true,singleton_noise_like,0.00,true,云枢,C0316,Chinese Enterprise / Finance Software,10,false,human_review_cn_category,0.64,true
云票助手SaaS版,N0988,云票助手saas版,true,singleton_noise_like,云票助手saas版,N0751,云票助手SaaS版,1,true,singleton_noise_like,0.00,true,云票助手saas版,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
云票助手版本1.0 (All users),N0989,云票助手版本,true,singleton_noise_like,云票助手版本1.0 all users,N0752,云票助手版本1.0 (All users),1,true,singleton_noise_like,0.00,true,云票助手版本1.0 all users,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
互传,N0990,互传,true,singleton_noise_like,互传,N0753,互传,1,true,singleton_noise_like,0.00,true,互传,C0322,Cloud Storage / Notes / Personal Productivity,7,false,human_review_cn_category,0.66,true
亚信安全TrustOne,N0991,亚信安全trustone,true,singleton_noise_like,亚信安全trustone,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,亚信安全trustone,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
亚信安全信端TrustOne,N0992,亚信安全信端trustone,true,singleton_noise_like,亚信安全信端trustone,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,亚信安全信端trustone,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
亚信安全漏洞防护客户端,N0993,亚信安全漏洞防护客户端,true,singleton_noise_like,亚信安全漏洞防护客户端,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,亚信安全漏洞防护客户端,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
亚信安全防毒墙网络版,C0195,亚信安全防毒墙网络版,false,conservative_fuzzy_merge,亚信安全防毒墙网络版,C0195,亚信安全防毒墙网络版,2,false,v1_exact_preserved,1.00,false,亚信安全防毒墙网络版,C0195,亚信安全防毒墙网络版,2,false,v2_preserved,1.00,false
亚信安全防毒墙网络版客户端,C0195,亚信安全防毒墙网络版,false,conservative_fuzzy_merge,亚信安全防毒墙网络版客户端,C0195,亚信安全防毒墙网络版,2,false,v1_exact_preserved,1.00,false,亚信安全防毒墙网络版客户端,C0195,亚信安全防毒墙网络版,2,false,v2_preserved,1.00,false
交通卡网上充服务,N0994,交通卡网上充服务,true,singleton_noise_like,交通卡网上充服务,N0754,交通卡网上充服务,1,true,singleton_noise_like,0.00,true,交通卡网上充服务,N0614,交通卡网上充服务,1,true,singleton_noise_like,0.00,true
交通银行USBKey,N0995,交通银行usbkey,true,singleton_noise_like,交通银行usbkey,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行usbkey,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
交通银行企业网银,N0996,交通银行企业网银,true,singleton_noise_like,交通银行企业网银,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行企业网银,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
交通银行密码控件 (仅用做移除),N0997,交通银行密码控件 仅用做移除,true,singleton_noise_like,交通银行密码控件 仅用做移除,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行密码控件 仅用做移除,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
交通银行网上银行安全控件,N0998,交通银行网上银行安全控件,true,singleton_noise_like,交通银行网上银行安全控件,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行网上银行安全控件,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
交通银行网银向导,N0999,交通银行网银向导,true,singleton_noise_like,交通银行网银向导,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行网银向导,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
交通银行网银安全控件 V1.0.0.8,N1000,交通银行网银安全控件,true,singleton_noise_like,交通银行网银安全控件,C0206,交通银行网银组件,6,false,family_pattern,0.85,true,交通银行网银安全控件,C0206,交通银行网银组件,7,false,human_review_cn_bank_component,0.90,false
人行征信中心密码控件非插件版,N1001,人行征信中心密码控件非插件版,true,singleton_noise_like,人行征信中心密码控件非插件版,N0755,人行征信中心密码控件非插件版,1,true,singleton_noise_like,0.00,true,人行征信中心密码控件非插件版,C0304,Security / Network Client Tools,16,false,human_review_cn_category,0.66,true
亿企助手3.0,N1002,亿企助手,true,singleton_noise_like,亿企助手3.0,N0756,亿企助手3.0,1,true,singleton_noise_like,0.00,true,亿企助手3.0,C0316,Chinese Enterprise / Finance Software,10,false,human_review_cn_category,0.64,true
以下产品的改进调查：HP ColorLaserJet M153-M154,N1003,以下产品的改进调查 hp colorlaserjet m153 m154,true,singleton_noise_like,以下产品的改进调查 hp colorlaserjet m153 m154,N0757,以下产品的改进调查：HP ColorLaserJet M153-M154,1,true,singleton_noise_like,0.00,true,以下产品的改进调查 hp colorlaserjet m153 m154,C0303,HP Printer Software/Drivers,13,false,human_review_cn_printer_family,0.82,true
以下产品的改进调查：HP DeskJet 1110 series,N1004,以下产品的改进调查 hp deskjet series,true,singleton_noise_like,以下产品的改进调查 hp deskjet 1110 series,N0758,以下产品的改进调查：HP DeskJet 1110 series,1,true,singleton_noise_like,0.00,true,以下产品的改进调查 hp deskjet 1110 series,C0303,HP Printer Software/Drivers,13,false,human_review_cn_printer_family,0.82,true
以下产品的改进调查：HP LaserJet MFP M232-M237,N1005,以下产品的改进调查 hp laserjet mfp m232 m237,true,singleton_noise_like,以下产品的改进调查 hp laserjet mfp m232 m237,N0759,以下产品的改进调查：HP LaserJet MFP M232-M237,1,true,singleton_noise_like,0.00,true,以下产品的改进调查 hp laserjet mfp m232 m237,C0303,HP Printer Software/Drivers,13,false,human_review_cn_printer_family,0.82,true
企业微信,N1006,企业微信,true,singleton_noise_like,tencent wecom,C0268,Tencent Wecom,2,false,normalized_exact_v2,0.90,false,tencent wecom,C0313,Tencent WeCom,2,false,cn_alias_to_english_product,0.92,false
企业投标文件编制系统,N1007,企业投标文件编制系统,true,singleton_noise_like,企业投标文件编制系统,N0760,企业投标文件编制系统,1,true,singleton_noise_like,0.00,true,企业投标文件编制系统,C0318,Chinese Tender/Bidding Client Software,6,false,human_review_cn_category,0.74,true
企业资格申请文件编制系统,N1008,企业资格申请文件编制系统,true,singleton_noise_like,企业资格申请文件编制系统,N0761,企业资格申请文件编制系统,1,true,singleton_noise_like,0.00,true,企业资格申请文件编制系统,C0318,Chinese Tender/Bidding Client Software,6,false,human_review_cn_category,0.74,true
企鹅游戏中心_,N1009,企鹅游戏中心,true,singleton_noise_like,企鹅游戏中心,N0762,企鹅游戏中心_,1,true,singleton_noise_like,0.00,true,企鹅游戏中心,C0323,Tencent Apps / 腾讯应用,3,false,human_review_cn_vendor_family,0.72,true
传屏助手,N1010,传屏助手,true,singleton_noise_like,传屏助手,N0763,传屏助手,1,true,singleton_noise_like,0.00,true,传屏助手,C0298,Meeting / Screen Sharing / Translation Tools,11,false,human_review_cn_category,0.68,true
佐糖,N1011,佐糖,true,singleton_noise_like,佐糖,N0764,佐糖,1,true,singleton_noise_like,0.00,true,佐糖,C0287,Graphics / Media Tools,11,false,human_review_cn_category,0.68,true
傲游浏览器,N1012,傲游浏览器,true,singleton_noise_like,傲游浏览器,N0765,傲游浏览器,1,true,singleton_noise_like,0.00,true,傲游浏览器,C0301,Browser Applications / 浏览器,5,false,human_review_cn_category,0.68,true
元气PDF,N1013,元气pdf,true,singleton_noise_like,元气pdf,N0766,元气PDF,1,true,singleton_noise_like,0.00,true,元气pdf,C0296,PDF Reader/Editor/Converter Tools,16,false,human_review_cn_category,0.72,true
元气桌面,N1014,元气桌面,true,singleton_noise_like,元气桌面,C0280,元气桌面,2,false,family_pattern,0.85,true,元气桌面,C0280,元气桌面,2,false,v2_preserved,0.85,true
元气桌面定制版,N1015,元气桌面定制版,true,singleton_noise_like,元气桌面定制版,C0280,元气桌面,2,false,family_pattern,0.85,true,元气桌面定制版,C0280,元气桌面,2,false,v2_preserved,0.85,true
光大银行安全密码控件 (仅用做移除),N1016,光大银行安全密码控件 仅用做移除,true,singleton_noise_like,光大银行安全密码控件 仅用做移除,N0767,光大银行安全密码控件 (仅用做移除),1,true,singleton_noise_like,0.00,true,光大银行安全密码控件 仅用做移除,N0615,光大银行网银组件,1,true,human_review_cn_bank_component,0.88,true
光影看图,N1017,光影看图,true,singleton_noise_like,光影看图,N0768,光影看图,1,true,singleton_noise_like,0.00,true,光影看图,C0287,Graphics / Media Tools,11,false,human_review_cn_category,0.68,true
光影魔术手,N1018,光影魔术手,true,singleton_noise_like,光影魔术手,N0769,光影魔术手,1,true,singleton_noise_like,0.00,true,光影魔术手,C0287,Graphics / Media Tools,11,false,human_review_cn_category,0.68,true
全票通 V4.0.00.230926,N1019,全票通,true,singleton_noise_like,全票通,N0770,全票通 V4.0.00.230926,1,true,singleton_noise_like,0.00,true,全票通,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
全能PDF编辑器,C0058,pdf编辑器,false,conservative_fuzzy_merge,全能pdf编辑器,C0058,pdf编辑器,4,false,v1_exact_preserved,1.00,false,全能pdf编辑器,C0058,pdf编辑器,3,false,v2_preserved,1.00,false
公用库客户端卸载程序,N1020,公用库客户端卸载程序,true,singleton_noise_like,公用库客户端卸载程序,N0771,公用库客户端卸载程序,1,true,singleton_noise_like,0.00,true,公用库客户端卸载程序,N0616,公用库客户端卸载程序,1,true,singleton_noise_like,0.00,true
剪影·拍拍,N1021,剪影 拍拍,true,singleton_noise_like,剪影·拍拍,N0772,剪影·拍拍,1,true,singleton_noise_like,0.00,true,剪影·拍拍,C0287,Graphics / Media Tools,11,false,human_review_cn_category,0.68,true
剪映专业版,N1022,剪映专业版,true,singleton_noise_like,剪映专业版,N0773,剪映专业版,1,true,singleton_noise_like,0.00,true,剪映专业版,C0300,Chinese Video/Audio Editing Tools,6,false,human_review_cn_category,0.70,true
办税服务中心,N1023,办税服务中心,true,singleton_noise_like,办税服务中心,N0774,办税服务中心,1,true,singleton_noise_like,0.00,true,办税服务中心,C0307,Chinese Tax / E-Invoice Software,19,false,human_review_cn_category,0.76,true
